running on 6718 samples
training model...
trained model...
sample 1 correct, score = 0.227369
sample 2635 no tones detected, score = 0.558036
sample 2636 no tones detected, score = 0.561354
sample 2637 no tones detected, score = 0.579622
sample 2638 correct, score = 0.456850
sample 2639 incorrect/failed threshold, score = 0.722961
sample 2640 incorrect/failed threshold, score = 0.587235
sample 2641 no tones detected, score = 0.563384
sample 2642 correct, score = 0.481771
sample 2643 incorrect/failed threshold, score = 0.599465
sample 2644 no tones detected, score = 0.555721
sample 2645 no tones detected, score = 0.573382
sample 2646 no tones detected, score = 0.551301
sample 2647 no tones detected, score = 0.554458
sample 2648 incorrect/failed threshold, score = 0.627550
sample 2649 no tones detected, score = 0.566674
sample 2650 no tones detected, score = 0.558695
sample 2651 no tones detected, score = 0.552400
sample 2652 incorrect/failed threshold, score = 0.600906
sample 2653 incorrect/failed threshold, score = 0.580461
sample 2654 no tones detected, score = 0.545064
sample 2655 incorrect/failed threshold, score = 0.596162
sample 2656 no tones detected, score = 0.560245
sample 2657 no tones detected, score = 0.568427
sample 2658 no tones detected, score = 0.545431
sample 2659 incorrect/failed threshold, score = 0.582815
sample 2660 correct, score = 0.419345
sample 2661 correct/failed threshold, score = 0.638953
sample 2662 incorrect/failed threshold, score = 0.689192
sample 2663 correct, score = 0.378017
sample 2664 correct, score = 0.566880
sample 2665 correct, score = 0.539866
sample 2666 no tones detected, score = 0.574587
sample 2667 no tones detected, score = 0.563100
sample 2668 incorrect/failed threshold, score = 0.596272
sample 2669 correct, score = 0.429216
sample 2670 no tones detected, score = 0.576571
sample 2671 incorrect/failed threshold, score = 0.594198
sample 2672 correct, score = 0.499029
sample 2673 incorrect/failed threshold, score = 0.606269
sample 2674 no tones detected, score = 0.545640
sample 2675 correct, score = 0.562166
sample 2676 correct, score = 0.473961
sample 2677 no tones detected, score = 0.569808
sample 2678 correct, score = 0.497888
sample 2679 correct/failed threshold, score = 0.583739
sample 2680 no tones detected, score = 0.558190
sample 2681 correct/failed threshold, score = 0.591136
sample 2682 correct, score = 0.183740
sample 2683 incorrect/failed threshold, score = 0.594052
sample 2684 incorrect/failed threshold, score = 0.603144
sample 2685 incorrect/failed threshold, score = 0.595984
sample 2686 no tones detected, score = 0.573668
sample 2687 no tones detected, score = 0.560924
sample 2688 no tones detected, score = 0.545050
sample 2689 incorrect/failed threshold, score = 0.586045
sample 2690 correct, score = 0.476619
sample 2691 correct, score = 0.503404
sample 2692 correct, score = 0.570090
sample 2693 incorrect/failed threshold, score = 0.603071
sample 2694 incorrect/failed threshold, score = 0.580623
sample 2695 no tones detected, score = 0.558997
sample 2696 no tones detected, score = 0.545172
sample 2697 incorrect/failed threshold, score = 0.600540
sample 2698 correct, score = 0.280754
sample 2699 no tones detected, score = 0.559420
sample 2700 correct, score = 0.562870
sample 2701 correct/failed threshold, score = 0.598140
sample 2702 incorrect/failed threshold, score = 0.599825
sample 2703 no tones detected, score = 0.542315
sample 2704 correct/failed threshold, score = 0.590870
sample 2705 tone not detected, 1 false positives, score = 0.311107
sample 2706 correct, score = 0.517545
sample 2707 correct, score = 0.576659
sample 2708 correct, score = 0.535417
sample 2709 no tones detected, score = 0.558769
sample 2710 incorrect/failed threshold, score = 0.605847
sample 2711 no tones detected, score = 0.568196
sample 2712 correct, score = 0.471476
sample 2713 correct, score = 0.327260
sample 2714 no tones detected, score = 0.573443
sample 2715 no tones detected, score = 0.555048
sample 2716 correct, score = 0.577887
sample 2717 incorrect/failed threshold, score = 0.582198
sample 2718 no tones detected, score = 0.547910
sample 2719 incorrect/failed threshold, score = 0.583037
sample 2720 correct/failed threshold, score = 0.594048
sample 2721 incorrect/failed threshold, score = 0.637967
sample 2722 correct, score = 0.515662
sample 2723 incorrect/failed threshold, score = 0.593422
sample 2724 incorrect/failed threshold, score = 0.583806
sample 2725 tone not detected, 1 false positives, score = 0.467722
sample 2726 tone not detected, 1 false positives, score = 0.465478
sample 2727 incorrect/failed threshold, score = 0.610952
sample 2728 no tones detected, score = 0.575552
sample 2729 no tones detected, score = 0.565211
sample 2730 correct/failed threshold, score = 0.589832
sample 2731 no tones detected, score = 0.546043
sample 2732 no tones detected, score = 0.567291
sample 2733 no tones detected, score = 0.565994
sample 2734 tone not detected, 1 false positives, score = 0.578933
sample 2735 correct, score = 0.115655
sample 2736 no tones detected, score = 0.551392
sample 2737 incorrect/failed threshold, score = 0.582157
sample 2738 no tones detected, score = 0.555582
sample 2739 no tones detected, score = 0.572871
sample 2740 no tones detected, score = 0.569508
sample 2741 no tones detected, score = 0.562120
sample 2742 correct, score = 0.549180
sample 2743 correct, score = 0.523294
sample 2744 incorrect/failed threshold, score = 0.598707
sample 2745 no tones detected, score = 0.572780
sample 2746 no tones detected, score = 0.556364
sample 2747 incorrect/failed threshold, score = 0.584777
sample 2748 incorrect/failed threshold, score = 0.606354
sample 2749 no tones detected, score = 0.563414
sample 2750 no tones detected, score = 0.576596
sample 2751 correct/failed threshold, score = 0.587926
sample 2752 incorrect/failed threshold, score = 0.591502
sample 2753 incorrect/failed threshold, score = 0.580603
sample 2754 correct/failed threshold, score = 0.585250
sample 2755 correct, score = 0.311237
sample 2756 no tones detected, score = 0.578856
sample 2757 no tones detected, score = 0.562854
sample 2758 no tones detected, score = 0.550835
sample 2759 no tones detected, score = 0.572435
sample 2760 no tones detected, score = 0.570203
sample 2761 incorrect/failed threshold, score = 0.592011
sample 2762 incorrect/failed threshold, score = 0.584886
sample 2763 no tones detected, score = 0.575683
sample 2764 incorrect/failed threshold, score = 0.584272
sample 2765 no tones detected, score = 0.555636
sample 2766 correct, score = 0.541152
sample 2767 incorrect/failed threshold, score = 0.602478
sample 2768 no tones detected, score = 0.579667
sample 2769 no tones detected, score = 0.577633
sample 2770 no tones detected, score = 0.562195
sample 2771 correct, score = 0.566919
sample 2772 tone not detected, 1 false positives, score = 0.371473
sample 2773 no tones detected, score = 0.565024
sample 2774 no tones detected, score = 0.567604
sample 2775 incorrect/failed threshold, score = 0.599007
sample 2776 correct, score = 0.215149
sample 2777 incorrect/failed threshold, score = 0.611920
sample 2778 no tones detected, score = 0.567276
sample 2779 no tones detected, score = 0.556069
sample 2780 incorrect/failed threshold, score = 0.593371
sample 2781 incorrect/failed threshold, score = 0.591847
sample 2782 correct, score = 0.504218
sample 2783 incorrect/failed threshold, score = 0.605155
sample 2784 no tones detected, score = 0.572364
sample 2785 incorrect/failed threshold, score = 0.581817
sample 2786 incorrect/failed threshold, score = 0.587021
sample 2787 no tones detected, score = 0.561771
sample 2788 correct, score = 0.531124
sample 2789 no tones detected, score = 0.551327
sample 2790 incorrect/failed threshold, score = 0.589418
sample 2791 incorrect/failed threshold, score = 0.593496
sample 2792 no tones detected, score = 0.549998
sample 2793 tone not detected, 1 false positives, score = 0.498274
sample 2794 incorrect/failed threshold, score = 0.595557
sample 2795 no tones detected, score = 0.578507
sample 2796 incorrect/failed threshold, score = 0.588087
sample 2797 correct, score = 0.399094
sample 2798 correct, score = 0.475575
sample 2799 incorrect/failed threshold, score = 0.582835
sample 2800 incorrect/failed threshold, score = 0.591436
sample 2801 no tones detected, score = 0.575246
sample 2802 incorrect/failed threshold, score = 0.593659
sample 2803 correct, score = 0.242210
sample 2804 correct, score = 0.563338
sample 2805 no tones detected, score = 0.563496
sample 2806 incorrect/failed threshold, score = 0.581483
sample 2807 no tones detected, score = 0.566752
sample 2808 incorrect/failed threshold, score = 0.601499
sample 2809 correct, score = 0.400659
sample 2810 incorrect/failed threshold, score = 0.599479
sample 2811 incorrect/failed threshold, score = 0.590665
sample 2812 no tones detected, score = 0.573691
sample 2813 incorrect/failed threshold, score = 0.588996
sample 2814 correct, score = 0.185642
sample 2815 incorrect/failed threshold, score = 0.593492
sample 2816 incorrect/failed threshold, score = 0.587695
sample 2817 incorrect/failed threshold, score = 0.604772
sample 2818 no tones detected, score = 0.542359
sample 2819 no tones detected, score = 0.568898
sample 2820 no tones detected, score = 0.547585
sample 2821 incorrect/failed threshold, score = 0.603822
sample 2822 incorrect/failed threshold, score = 0.588624
sample 2823 incorrect/failed threshold, score = 0.599259
sample 2824 no tones detected, score = 0.577678
sample 2825 no tones detected, score = 0.545723
sample 2826 no tones detected, score = 0.555370
sample 2827 incorrect/failed threshold, score = 0.595580
sample 2828 incorrect/failed threshold, score = 0.597072
sample 2829 no tones detected, score = 0.555793
sample 2830 no tones detected, score = 0.558382
sample 2831 no tones detected, score = 0.567465
sample 2832 incorrect/failed threshold, score = 0.602716
sample 2833 no tones detected, score = 0.560536
sample 2834 incorrect/failed threshold, score = 0.591967
sample 2835 no tones detected, score = 0.548892
sample 2836 incorrect/failed threshold, score = 0.606493
sample 2837 correct, score = 0.541387
sample 2838 incorrect/failed threshold, score = 0.592455
sample 2839 no tones detected, score = 0.556138
sample 2840 no tones detected, score = 0.553518
sample 2841 correct/failed threshold, score = 0.605416
sample 2842 correct, score = 0.268864
sample 2843 no tones detected, score = 0.551963
sample 2844 no tones detected, score = 0.545201
sample 2845 correct, score = 0.509155
sample 2846 no tones detected, score = 0.572415
sample 2847 no tones detected, score = 0.562766
sample 2848 no tones detected, score = 0.552290
sample 2849 no tones detected, score = 0.569351
sample 2850 no tones detected, score = 0.553270
sample 2851 correct, score = 0.578490
sample 2852 correct/failed threshold, score = 0.606888
sample 2853 incorrect/failed threshold, score = 0.581517
sample 2854 no tones detected, score = 0.558943
sample 2855 no tones detected, score = 0.547779
sample 2856 no tones detected, score = 0.561711
sample 2857 incorrect/failed threshold, score = 0.601502
sample 2858 correct, score = 0.456394
sample 2859 correct, score = 0.575565
sample 2860 incorrect/failed threshold, score = 0.583546
sample 2861 incorrect/failed threshold, score = 0.599588
sample 2862 correct/failed threshold, score = 0.580530
sample 2863 no tones detected, score = 0.544033
sample 2864 incorrect/failed threshold, score = 0.581246
sample 2865 no tones detected, score = 0.565594
sample 2866 no tones detected, score = 0.565898
sample 2867 no tones detected, score = 0.566138
sample 2868 incorrect/failed threshold, score = 0.606291
sample 2869 incorrect/failed threshold, score = 0.596404
sample 2870 incorrect/failed threshold, score = 0.587041
sample 2871 no tones detected, score = 0.546551
sample 2872 no tones detected, score = 0.574996
sample 2873 correct, score = 0.532952
sample 2874 incorrect/failed threshold, score = 0.585262
sample 2875 incorrect/failed threshold, score = 0.586112
sample 2876 no tones detected, score = 0.561616
sample 2877 no tones detected, score = 0.568612
sample 2878 incorrect/failed threshold, score = 0.614553
sample 2879 correct, score = 0.560510
sample 2880 no tones detected, score = 0.574166
sample 2881 no tones detected, score = 0.555514
sample 2882 no tones detected, score = 0.560398
sample 2883 no tones detected, score = 0.570104
sample 2884 correct, score = 0.301281
sample 2885 incorrect/failed threshold, score = 0.580747
sample 2886 no tones detected, score = 0.552699
sample 2887 no tones detected, score = 0.569677
sample 2888 no tones detected, score = 0.555048
sample 2889 no tones detected, score = 0.560360
sample 2890 no tones detected, score = 0.554972
